product_id,date,store_id,current_stock,daily_demand,lead_time_days,supplier_reliability_score,promotion_active,weather_impact,stockout_risk,lead_time_demand,safety_stock,reorder_point,target_stock,recommended_order,stock_cover_days,stockout_probability,ml_risk,status
P2564,2028-04-13,S1,149,62,3,78,Yes,Medium,No,186,104.31,290.31,724.31,575.31,2.4,27.16,Low,Critical - Reorder Now
P2565,2028-04-14,S13,434,103,5,61,No,Low,Yes,515,144.97,659.97,1380.97,946.97,4.21,64.2,Medium,Critical - Reorder Now
P2566,2028-04-15,S20,47,86,5,98,Yes,Low,No,430,122.53,552.53,1154.53,1107.53,0.55,9.53,Low,Critical - Reorder Now
P2567,2028-04-16,S7,404,79,10,68,No,High,No,790,199.02,989.02,1542.02,1138.02,5.11,18.64,Low,Critical - Reorder Now
P2568,2028-04-17,S2,378,88,2,78,Yes,Low,No,176,85.17,261.17,877.17,499.17,4.3,10.32,Low,Low Stock
P2569,2028-04-18,S6,247,68,1,75,No,Medium,No,68,61.04,129.04,605.04,358.04,3.63,18.56,Low,Low Stock
P2570,2028-04-19,S7,277,73,8,84,Yes,Medium,Yes,584,165.73,749.73,1260.73,983.73,3.79,64.54,Medium,Critical - Reorder Now
P2571,2028-04-20,S14,355,87,3,77,Yes,Low,No,261,104.78,365.78,974.78,619.78,4.08,15.63,Low,Critical - Reorder Now
P2572,2028-04-21,S18,97,90,1,82,Yes,Low,No,90,59.14,149.14,779.14,682.14,1.08,22.18,Low,Critical - Reorder Now
P2573,2028-04-22,S15,413,63,1,80,No,High,No,63,59.68,122.68,563.68,150.68,6.56,20.77,Low,Low Stock
P2574,2028-04-23,S2,24,64,11,70,No,High,No,704,206.93,910.93,1358.93,1334.93,0.38,24.64,Low,Critical - Reorder Now
P2575,2028-04-24,S10,492,87,2,98,Yes,Medium,Yes,174,77.5,251.5,860.5,368.5,5.66,52.25,Medium,Low Stock
P2576,2028-04-25,S12,283,115,6,63,Yes,High,Yes,690,157.48,847.48,1652.48,1369.48,2.46,67.19,Medium,Critical - Reorder Now
P2577,2028-04-26,S17,448,66,6,84,No,Low,Yes,396,143.53,539.53,1001.53,553.53,6.79,65.14,Medium,Critical - Reorder Now
P2578,2028-04-27,S8,368,20,14,91,Yes,Medium,No,280,212.14,492.14,632.14,264.14,18.4,19.28,Low,Critical - Reorder Now
P2579,2028-04-28,S11,300,92,3,89,Yes,High,Yes,276,99.14,375.14,1019.14,719.14,3.26,67.26,Medium,Critical - Reorder Now
P2580,2028-04-29,S3,67,109,12,85,Yes,Medium,Yes,1308,202.04,1510.04,2273.04,2206.04,0.61,65.54,Medium,Critical - Reorder Now
P2581,2028-04-30,S6,6,72,4,95,Yes,Low,No,288,111.22,399.22,903.22,897.22,0.08,24.42,Low,Critical - Reorder Now
P2582,2028-05-01,S9,304,19,12,93,Yes,High,No,228,194.52,422.52,555.52,251.52,16.0,11.64,Low,Critical - Reorder Now
P2583,2028-05-02,S6,136,93,13,68,Yes,Low,No,1209,226.92,1435.92,2086.92,1950.92,1.46,19.53,Low,Critical - Reorder Now
P2584,2028-05-03,S9,163,112,2,71,No,Low,Yes,224,87.85,311.85,1095.85,932.85,1.46,70.85,High,Critical - Reorder Now
P2585,2028-05-04,S7,82,59,2,61,No,Medium,No,118,91.69,209.69,622.69,540.69,1.39,25.3,Low,Critical - Reorder Now
P2586,2028-05-05,S9,384,39,7,97,Yes,Medium,Yes,273,145.7,418.7,691.7,307.7,9.85,71.0,High,Critical - Reorder Now
P2587,2028-05-06,S18,137,59,13,64,No,Medium,No,767,230.83,997.83,1410.83,1273.83,2.32,28.4,Low,Critical - Reorder Now
P2588,2028-05-07,S12,419,18,1,64,Yes,High,No,18,64.02,82.02,208.02,0.0,23.28,22.66,Low,Overstock
P2589,2028-05-08,S8,72,53,7,81,No,High,No,371,157.18,528.18,899.18,827.18,1.36,18.35,Low,Critical - Reorder Now
P2590,2028-05-09,S8,236,87,14,64,Yes,Medium,Yes,1218,239.54,1457.54,2066.54,1830.54,2.71,68.42,Medium,Critical - Reorder Now
P2591,2028-05-10,S18,45,106,12,63,No,High,No,1272,222.71,1494.71,2236.71,2191.71,0.42,19.91,Low,Critical - Reorder Now
P2592,2028-05-11,S20,105,104,14,68,Yes,High,No,1456,235.48,1691.48,2419.48,2314.48,1.01,26.15,Low,Critical - Reorder Now
P2593,2028-05-12,S15,415,11,12,88,No,Medium,No,132,199.22,331.22,408.22,0.0,37.73,16.88,Low,Healthy
P2594,2028-05-13,S7,287,34,14,81,Yes,Low,No,476,222.29,698.29,936.29,649.29,8.44,18.48,Low,Critical - Reorder Now
P2595,2028-05-14,S11,261,87,1,86,No,High,No,87,58.05,145.05,754.05,493.05,3.0,19.95,Low,Low Stock
P2596,2028-05-15,S20,175,53,14,69,No,High,No,742,234.47,976.47,1347.47,1172.47,3.3,19.76,Low,Critical - Reorder Now
P2597,2028-05-16,S16,165,93,6,75,No,Low,No,558,149.51,707.51,1358.51,1193.51,1.77,29.15,Low,Critical - Reorder Now
P2598,2028-05-17,S4,144,20,3,69,No,Low,No,60,108.54,168.54,308.54,164.54,7.2,26.55,Low,Critical - Reorder Now
P2599,2028-05-18,S6,329,115,8,65,No,Low,No,920,180.31,1100.31,1905.31,1576.31,2.86,7.88,Low,Critical - Reorder Now
P2600,2028-05-19,S3,369,108,6,64,Yes,Medium,No,648,156.82,804.82,1560.82,1191.82,3.42,8.01,Low,Critical - Reorder Now
P2601,2028-05-20,S9,282,55,11,65,Yes,Low,Yes,605,211.43,816.43,1201.43,919.43,5.13,68.01,Medium,Critical - Reorder Now
P2602,2028-05-21,S10,53,76,2,84,No,Medium,No,152,82.87,234.87,766.87,713.87,0.7,29.69,Low,Critical - Reorder Now
P2603,2028-05-22,S14,177,86,8,63,Yes,Low,Yes,688,181.85,869.85,1471.85,1294.85,2.06,20.11,Low,Critical - Reorder Now
P2604,2028-05-23,S11,418,96,5,99,No,Low,No,480,121.92,601.92,1273.92,855.92,4.35,23.43,Low,Critical - Reorder Now
P2605,2028-05-24,S18,243,84,8,91,Yes,Medium,No,672,160.36,832.36,1420.36,1177.36,2.89,17.56,Low,Critical - Reorder Now
P2606,2028-05-25,S12,340,87,8,94,No,Medium,No,696,158.06,854.06,1463.06,1123.06,3.91,7.59,Low,Critical - Reorder Now
P2607,2028-05-26,S12,126,46,6,69,No,Low,No,276,153.5,429.5,751.5,625.5,2.74,24.94,Low,Critical - Reorder Now
P2608,2028-05-27,S13,408,21,2,93,No,Low,No,42,79.41,121.41,268.41,0.0,19.43,12.73,Low,Overstock
P2609,2028-05-28,S13,411,67,8,95,No,Low,No,536,157.29,693.29,1162.29,751.29,6.13,12.48,Low,Critical - Reorder Now
P2610,2028-05-29,S19,366,49,11,65,Yes,High,No,539,211.43,750.43,1093.43,727.43,7.47,13.47,Low,Critical - Reorder Now
P2611,2028-05-30,S19,270,81,6,75,No,Low,No,486,149.51,635.51,1202.51,932.51,3.33,15.53,Low,Critical - Reorder Now
P2612,2028-05-31,S14,131,11,6,78,Yes,Medium,Yes,66,147.52,213.52,290.52,159.52,11.91,59.87,Medium,Critical - Reorder Now
P2613,2028-06-01,S4,92,31,8,93,No,High,No,248,158.83,406.83,623.83,531.83,2.97,45.77,Medium,Critical - Reorder Now
P2614,2028-06-02,S13,378,14,1,84,No,Medium,No,14,58.6,72.6,170.6,0.0,27.0,16.39,Low,Overstock
P2615,2028-06-03,S8,72,38,2,90,No,High,No,76,80.56,156.56,422.56,350.56,1.89,12.65,Low,Critical - Reorder Now
P2616,2028-06-04,S19,410,40,12,76,No,High,No,480,210.5,690.5,970.5,560.5,10.25,29.5,Low,Critical - Reorder Now
P2617,2028-06-05,S12,409,29,12,89,Yes,Medium,No,348,198.28,546.28,749.28,340.28,14.1,16.14,Low,Critical - Reorder Now
P2618,2028-06-06,S18,402,10,9,98,No,High,No,90,164.39,254.39,324.39,0.0,40.2,4.29,Low,Overstock
P2619,2028-06-07,S6,247,28,11,90,No,Medium,No,308,188.94,496.94,692.94,445.94,8.82,27.56,Low,Critical - Reorder Now
P2620,2028-06-08,S18,347,22,12,78,No,Low,No,264,208.62,472.62,626.62,279.62,15.77,28.04,Low,Critical - Reorder Now
P2621,2028-06-09,S19,272,91,8,94,Yes,High,Yes,728,158.06,886.06,1523.06,1251.06,2.99,65.61,Medium,Critical - Reorder Now
P2622,2028-06-10,S5,42,10,12,88,No,Medium,No,120,199.22,319.22,389.22,347.22,4.2,9.69,Low,Critical - Reorder Now
P2623,2028-06-11,S9,376,33,7,60,Yes,High,No,231,172.25,403.25,634.25,258.25,11.39,26.38,Low,Critical - Reorder Now
P2624,2028-06-12,S3,40,29,7,63,No,Medium,No,203,170.1,373.1,576.1,536.1,1.38,20.21,Low,Critical - Reorder Now
P2625,2028-06-13,S10,169,59,5,87,Yes,Low,No,295,129.2,424.2,837.2,668.2,2.86,24.01,Low,Critical - Reorder Now
P2626,2028-06-14,S19,433,85,2,77,No,Low,Yes,170,85.55,255.55,850.55,417.55,5.09,61.12,Medium,Low Stock
P2627,2028-06-15,S3,211,50,11,85,Yes,High,No,550,193.44,743.44,1093.44,882.44,4.22,45.76,Medium,Critical - Reorder Now
P2628,2028-06-16,S15,492,28,6,99,No,High,No,168,133.56,301.56,497.56,5.56,17.57,18.72,Low,Low Stock
P2629,2028-06-17,S1,167,79,10,78,Yes,Medium,Yes,790,190.44,980.44,1533.44,1366.44,2.11,66.12,Medium,Critical - Reorder Now
P2630,2028-06-18,S7,38,30,3,65,No,Medium,No,90,110.42,200.42,410.42,372.42,1.27,20.26,Low,Critical - Reorder Now
P2631,2028-06-19,S12,368,119,4,60,Yes,High,No,476,130.21,606.21,1439.21,1071.21,3.09,31.99,Low,Critical - Reorder Now
P2632,2028-06-20,S17,244,102,13,67,No,Medium,No,1326,227.9,1553.9,2267.9,2023.9,2.39,23.1,Low,Critical - Reorder Now
P2633,2028-06-21,S20,150,32,10,92,Yes,Medium,Yes,320,178.43,498.43,722.43,572.43,4.69,65.28,Medium,Critical - Reorder Now
P2634,2028-06-22,S5,110,7,12,80,No,Medium,Yes,84,206.74,290.74,339.74,229.74,15.71,36.84,Low,Critical - Reorder Now
P2635,2028-06-23,S4,479,79,11,83,Yes,High,No,869,195.24,1064.24,1617.24,1138.24,6.06,12.79,Low,Critical - Reorder Now
P2636,2028-06-24,S12,435,42,2,84,Yes,Low,No,84,82.87,166.87,460.87,25.87,10.36,28.66,Low,Low Stock
P2637,2028-06-25,S20,46,65,14,78,No,Low,No,910,225.33,1135.33,1590.33,1544.33,0.71,10.14,Low,Critical - Reorder Now
P2638,2028-06-26,S18,62,82,2,88,Yes,Medium,Yes,164,81.33,245.33,819.33,757.33,0.76,43.85,Medium,Critical - Reorder Now
P2639,2028-06-27,S17,224,55,12,69,Yes,High,No,660,217.08,877.08,1262.08,1038.08,4.07,32.89,Low,Critical - Reorder Now
P2640,2028-06-28,S19,365,94,8,71,No,Medium,No,752,175.71,927.71,1585.71,1220.71,3.88,15.34,Low,Critical - Reorder Now
P2641,2028-06-29,S9,68,52,8,92,No,Low,Yes,416,159.59,575.59,939.59,871.59,1.31,72.99,High,Critical - Reorder Now
P2642,2028-06-30,S4,298,25,10,66,No,Medium,No,250,200.74,450.74,625.74,327.74,11.92,24.69,Low,Critical - Reorder Now
P2643,2028-07-01,S2,431,58,6,76,Yes,Low,No,348,148.84,496.84,902.84,471.84,7.43,33.58,Low,Critical - Reorder Now
P2644,2028-07-02,S4,289,60,13,69,Yes,High,Yes,780,225.94,1005.94,1425.94,1136.94,4.82,72.81,High,Critical - Reorder Now
P2645,2028-07-03,S2,295,107,5,90,No,Medium,Yes,535,127.38,662.38,1411.38,1116.38,2.76,62.78,Medium,Critical - Reorder Now
P2646,2028-07-04,S15,202,98,8,65,Yes,High,No,784,180.31,964.31,1650.31,1448.31,2.06,19.75,Low,Critical - Reorder Now
P2647,2028-07-05,S2,60,63,4,76,No,Medium,Yes,252,121.53,373.53,814.53,754.53,0.95,59.8,Medium,Critical - Reorder Now
P2648,2028-07-06,S4,433,76,11,96,Yes,Medium,Yes,836,183.54,1019.54,1551.54,1118.54,5.7,64.62,Medium,Critical - Reorder Now
P2649,2028-07-07,S6,450,55,4,77,No,Medium,No,220,120.99,340.99,725.99,275.99,8.18,36.16,Low,Low Stock
P2650,2028-07-08,S7,317,24,5,85,No,Medium,Yes,120,130.42,250.42,418.42,101.42,13.21,68.78,Medium,Low Stock
P2651,2028-07-09,S10,313,116,1,75,No,Medium,No,116,61.04,177.04,989.04,676.04,2.7,25.8,Low,Low Stock
P2652,2028-07-10,S19,160,100,1,67,Yes,High,Yes,100,63.21,163.21,863.21,703.21,1.6,55.43,Medium,Critical - Reorder Now
P2653,2028-07-11,S19,330,90,2,83,No,High,No,180,83.25,263.25,893.25,563.25,3.67,11.31,Low,Low Stock
P2654,2028-07-12,S12,15,63,14,72,Yes,Low,No,882,231.42,1113.42,1554.42,1539.42,0.24,14.2,Low,Critical - Reorder Now
P2655,2028-07-13,S3,337,75,8,88,No,Medium,No,600,162.66,762.66,1287.66,950.66,4.49,21.18,Low,Critical - Reorder Now
P2656,2028-07-14,S13,93,13,7,91,No,Low,No,91,150.0,241.0,332.0,239.0,7.15,27.67,Low,Critical - Reorder Now
P2657,2028-07-15,S18,303,113,10,83,Yes,High,Yes,1130,186.15,1316.15,2107.15,1804.15,2.68,69.73,Medium,Critical - Reorder Now
P2658,2028-07-16,S8,137,5,9,75,No,Low,No,45,183.11,228.11,263.11,126.11,27.4,29.82,Low,Critical - Reorder Now
P2659,2028-07-17,S15,337,33,5,70,No,High,Yes,165,139.52,304.52,535.52,198.52,10.21,58.92,Medium,Low Stock
P2660,2028-07-18,S1,37,67,2,91,Yes,Medium,Yes,134,80.18,214.18,683.18,646.18,0.55,33.01,Low,Critical - Reorder Now
P2661,2028-07-19,S3,126,76,7,65,No,Low,No,532,168.67,700.67,1232.67,1106.67,1.66,15.9,Low,Critical - Reorder Now
P2662,2028-07-20,S8,274,60,8,94,Yes,Low,No,480,158.06,638.06,1058.06,784.06,4.57,29.47,Low,Critical - Reorder Now
P2663,2028-07-21,S4,163,72,12,92,No,Low,No,864,195.46,1059.46,1563.46,1400.46,2.26,18.52,Low,Critical - Reorder Now
P2664,2028-07-22,S16,442,39,7,77,No,Low,Yes,273,160.05,433.05,706.05,264.05,11.33,67.56,Medium,Low Stock
P2665,2028-07-23,S10,318,7,14,96,No,Medium,No,98,207.06,305.06,354.06,36.06,45.43,4.7,Low,Low Stock
P2666,2028-07-24,S12,76,113,7,72,Yes,High,Yes,791,163.64,954.64,1745.64,1669.64,0.67,41.16,Medium,Critical - Reorder Now
P2667,2028-07-25,S14,173,108,12,69,No,High,No,1296,217.08,1513.08,2269.08,2096.08,1.6,27.66,Low,Critical - Reorder Now
P2668,2028-07-26,S14,386,11,14,96,No,Medium,No,154,207.06,361.06,438.06,52.06,35.09,6.16,Low,Low Stock
P2669,2028-07-27,S2,457,31,5,85,No,High,No,155,130.42,285.42,502.42,45.42,14.74,39.96,Low,Low Stock
P2670,2028-07-28,S5,357,5,2,76,No,Low,No,10,85.94,95.94,130.94,0.0,71.4,19.97,Low,Overstock
P2671,2028-07-29,S5,320,95,6,60,No,Medium,No,570,159.48,729.48,1394.48,1074.48,3.37,23.09,Low,Critical - Reorder Now
P2672,2028-07-30,S6,375,84,4,84,No,High,No,336,117.19,453.19,1041.19,666.19,4.46,16.55,Low,Critical - Reorder Now
P2673,2028-07-31,S13,90,106,10,93,No,Medium,No,1060,177.57,1237.57,1979.57,1889.57,0.85,48.62,Medium,Critical - Reorder Now
P2674,2028-08-01,S9,237,75,2,98,Yes,Medium,No,150,77.5,227.5,752.5,515.5,3.16,17.51,Low,Low Stock
P2675,2028-08-02,S15,263,48,12,69,No,High,No,576,217.08,793.08,1129.08,866.08,5.48,29.96,Low,Critical - Reorder Now
P2676,2028-08-03,S14,178,91,9,79,Yes,High,No,819,179.86,998.86,1635.86,1457.86,1.96,34.51,Low,Critical - Reorder Now
P2677,2028-08-04,S7,493,45,7,66,Yes,Medium,No,315,167.95,482.95,797.95,304.95,10.96,20.85,Low,Low Stock
P2678,2028-08-05,S20,489,79,6,75,No,Medium,Yes,474,149.51,623.51,1176.51,687.51,6.19,29.46,Low,Critical - Reorder Now
P2679,2028-08-06,S2,208,46,12,96,No,High,No,552,191.7,743.7,1065.7,857.7,4.52,8.6,Low,Critical - Reorder Now
P2680,2028-08-07,S7,72,37,5,88,No,Medium,No,185,128.6,313.6,572.6,500.6,1.95,27.16,Low,Critical - Reorder Now
P2681,2028-08-08,S6,389,54,3,71,No,High,No,162,107.6,269.6,647.6,258.6,7.2,13.46,Low,Low Stock
P2682,2028-08-09,S17,106,67,12,76,No,Medium,Yes,804,210.5,1014.5,1483.5,1377.5,1.58,65.41,Medium,Critical - Reorder Now
P2683,2028-08-10,S2,344,104,10,79,No,Medium,Yes,1040,189.58,1229.58,1957.58,1613.58,3.31,75.59,High,Critical - Reorder Now
P2684,2028-08-11,S3,294,41,10,85,No,Medium,No,410,184.44,594.44,881.44,587.44,7.17,28.8,Low,Critical - Reorder Now
P2685,2028-08-12,S5,368,109,4,78,Yes,High,No,436,120.45,556.45,1319.45,951.45,3.38,20.25,Low,Critical - Reorder Now
P2686,2028-08-13,S5,443,63,3,71,Yes,Low,No,189,107.6,296.6,737.6,294.6,7.03,30.02,Low,Low Stock
P2687,2028-08-14,S1,283,85,12,80,Yes,High,Yes,1020,206.74,1226.74,1821.74,1538.74,3.33,68.37,Medium,Critical - Reorder Now
P2688,2028-08-15,S8,352,103,11,93,No,Medium,No,1133,186.24,1319.24,2040.24,1688.24,3.42,29.42,Low,Critical - Reorder Now
P2689,2028-08-16,S12,181,52,8,66,No,Low,Yes,416,179.54,595.54,959.54,778.54,3.48,69.73,Medium,Critical - Reorder Now
P2690,2028-08-17,S4,36,9,3,94,Yes,Low,Yes,27,96.79,123.79,186.79,150.79,4.0,31.96,Low,Critical - Reorder Now
P2691,2028-08-18,S13,136,52,7,74,No,Medium,Yes,364,162.21,526.21,890.21,754.21,2.62,68.36,Medium,Critical - Reorder Now
P2692,2028-08-19,S15,337,100,7,60,Yes,High,No,700,172.25,872.25,1572.25,1235.25,3.37,35.66,Low,Critical - Reorder Now
P2693,2028-08-20,S11,55,7,7,85,Yes,Low,No,49,154.31,203.31,252.31,197.31,7.86,24.91,Low,Critical - Reorder Now
P2694,2028-08-21,S10,186,51,13,94,No,Low,No,663,201.49,864.49,1221.49,1035.49,3.65,3.69,Low,Critical - Reorder Now
P2695,2028-08-22,S3,340,66,7,84,No,High,No,462,155.03,617.03,1079.03,739.03,5.15,17.07,Low,Critical - Reorder Now
P2696,2028-08-23,S14,257,103,14,74,Yes,High,No,1442,229.39,1671.39,2392.39,2135.39,2.5,18.29,Low,Critical - Reorder Now
P2697,2028-08-24,S16,444,18,2,81,No,Low,No,36,84.02,120.02,246.02,0.0,24.67,12.53,Low,Overstock
P2698,2028-08-25,S10,57,67,10,65,No,High,No,670,201.59,871.59,1340.59,1283.59,0.85,8.07,Low,Critical - Reorder Now
P2699,2028-08-26,S10,362,116,3,74,No,Low,No,348,106.19,454.19,1266.19,904.19,3.12,10.71,Low,Critical - Reorder Now
P2700,2028-08-27,S12,122,65,10,83,Yes,Medium,No,650,186.15,836.15,1291.15,1169.15,1.88,23.06,Low,Critical - Reorder Now
P2701,2028-08-28,S9,187,35,9,80,No,High,No,315,179.04,494.04,739.04,552.04,5.34,31.42,Low,Critical - Reorder Now
P2702,2028-08-29,S1,229,99,3,66,Yes,Low,No,297,109.95,406.95,1099.95,870.95,2.31,26.97,Low,Critical - Reorder Now
P2703,2028-08-30,S5,167,21,2,88,No,High,No,42,81.33,123.33,270.33,103.33,7.95,19.42,Low,Low Stock
P2704,2028-08-31,S20,419,28,9,91,No,High,No,252,170.09,422.09,618.09,199.09,14.96,25.44,Low,Critical - Reorder Now
P2705,2028-09-01,S8,113,27,13,91,No,Low,Yes,351,204.42,555.42,744.42,631.42,4.19,39.81,Low,Critical - Reorder Now
P2706,2028-09-02,S11,251,86,10,64,Yes,Medium,No,860,202.45,1062.45,1664.45,1413.45,2.92,36.15,Low,Critical - Reorder Now
P2707,2028-09-03,S12,106,54,9,63,Yes,Low,No,486,192.88,678.88,1056.88,950.88,1.96,7.97,Low,Critical - Reorder Now
P2708,2028-09-04,S1,36,82,4,81,Yes,High,Yes,328,118.82,446.82,1020.82,984.82,0.44,10.24,Low,Critical - Reorder Now
P2709,2028-09-05,S20,334,118,14,77,No,Low,No,1652,226.35,1878.35,2704.35,2370.35,2.83,12.41,Low,Critical - Reorder Now
P2710,2028-09-06,S11,91,83,12,94,Yes,High,No,996,193.58,1189.58,1770.58,1679.58,1.1,33.14,Low,Critical - Reorder Now
P2711,2028-09-07,S5,17,83,9,76,Yes,Low,No,747,182.3,929.3,1510.3,1493.3,0.2,16.21,Low,Critical - Reorder Now
P2712,2028-09-08,S15,353,74,3,83,No,Medium,No,222,101.96,323.96,841.96,488.96,4.77,10.82,Low,Low Stock
P2713,2028-09-09,S5,62,31,7,61,No,Medium,No,217,171.54,388.54,605.54,543.54,2.0,25.9,Low,Critical - Reorder Now
P2714,2028-09-10,S12,149,19,7,72,No,Medium,Yes,133,163.64,296.64,429.64,280.64,7.84,74.11,High,Critical - Reorder Now
P2715,2028-09-11,S5,138,54,11,74,Yes,Medium,No,594,203.34,797.34,1175.34,1037.34,2.56,25.67,Low,Critical - Reorder Now
P2716,2028-09-12,S17,185,40,8,64,No,Low,Yes,320,181.08,501.08,781.08,596.08,4.62,78.62,High,Critical - Reorder Now
P2717,2028-09-13,S17,184,12,10,62,No,Medium,Yes,120,204.17,324.17,408.17,224.17,15.33,65.73,Medium,Critical - Reorder Now
P2718,2028-09-14,S12,204,83,4,96,No,Low,Yes,332,110.68,442.68,1023.68,819.68,2.46,17.72,Low,Critical - Reorder Now
P2719,2028-09-15,S15,259,7,3,96,Yes,High,Yes,21,95.85,116.85,165.85,0.0,37.0,55.45,Medium,Overstock
P2720,2028-09-16,S15,213,66,3,96,No,High,No,198,95.85,293.85,755.85,542.85,3.23,8.72,Low,Critical - Reorder Now
P2721,2028-09-17,S6,255,51,12,62,No,High,No,612,223.65,835.65,1192.65,937.65,5.0,19.59,Low,Critical - Reorder Now
P2722,2028-09-18,S12,134,81,5,94,No,Medium,No,405,124.96,529.96,1096.96,962.96,1.65,17.24,Low,Critical - Reorder Now
P2723,2028-09-19,S20,60,109,11,82,No,Medium,No,1199,196.14,1395.14,2158.14,2098.14,0.55,14.03,Low,Critical - Reorder Now
P2724,2028-09-20,S18,362,102,14,87,Yes,Medium,No,1428,216.2,1644.2,2358.2,1996.2,3.55,43.82,Medium,Critical - Reorder Now
P2725,2028-09-21,S14,309,92,1,89,Yes,High,No,92,57.24,149.24,793.24,484.24,3.36,52.78,Medium,Low Stock
P2726,2028-09-22,S2,87,108,10,77,No,High,No,1080,191.3,1271.3,2027.3,1940.3,0.81,20.93,Low,Critical - Reorder Now
P2727,2028-09-23,S9,323,100,3,95,No,High,No,300,96.32,396.32,1096.32,773.32,3.23,33.38,Low,Critical - Reorder Now
P2728,2028-09-24,S5,475,65,14,92,No,High,No,910,211.12,1121.12,1576.12,1101.12,7.31,55.67,Medium,Critical - Reorder Now
P2729,2028-09-25,S20,206,36,6,85,No,Low,Yes,216,142.86,358.86,610.86,404.86,5.72,78.09,High,Critical - Reorder Now
P2730,2028-09-26,S1,128,98,3,99,No,Low,No,294,94.44,388.44,1074.44,946.44,1.31,22.79,Low,Critical - Reorder Now
P2731,2028-09-27,S3,310,117,5,76,No,Medium,No,585,135.88,720.88,1539.88,1229.88,2.65,30.03,Low,Critical - Reorder Now
P2732,2028-09-28,S6,2,17,9,99,Yes,Medium,No,153,163.58,316.58,435.58,433.58,0.12,23.48,Low,Critical - Reorder Now
P2733,2028-09-29,S5,461,5,2,66,No,High,No,10,89.77,99.77,134.77,0.0,92.2,12.71,Low,Overstock
P2734,2028-09-30,S5,421,38,11,67,Yes,Low,Yes,418,209.63,627.63,893.63,472.63,11.08,62.79,Medium,Critical - Reorder Now
P2735,2028-10-01,S1,241,66,2,90,Yes,Low,Yes,132,80.56,212.56,674.56,433.56,3.65,64.48,Medium,Low Stock
P2736,2028-10-02,S17,120,83,12,71,No,Medium,No,996,215.2,1211.2,1792.2,1672.2,1.45,44.96,Medium,Critical - Reorder Now
P2737,2028-10-03,S19,384,112,6,90,No,Low,No,672,139.54,811.54,1595.54,1211.54,3.43,18.64,Low,Critical - Reorder Now
P2738,2028-10-04,S14,101,82,6,78,No,Medium,No,492,147.52,639.52,1213.52,1112.52,1.23,4.72,Low,Critical - Reorder Now
P2739,2028-10-05,S12,37,97,11,69,No,High,No,1067,207.83,1274.83,1953.83,1916.83,0.38,22.86,Low,Critical - Reorder Now
P2740,2028-10-06,S10,340,102,11,98,No,High,Yes,1122,181.74,1303.74,2017.74,1677.74,3.33,57.45,Medium,Critical - Reorder Now
P2741,2028-10-07,S20,495,86,8,71,Yes,Medium,No,688,175.71,863.71,1465.71,970.71,5.76,16.42,Low,Critical - Reorder Now
P2742,2028-10-08,S18,412,75,12,79,No,High,No,900,207.68,1107.68,1632.68,1220.68,5.49,19.18,Low,Critical - Reorder Now
P2743,2028-10-09,S11,132,97,13,96,No,High,No,1261,199.53,1460.53,2139.53,2007.53,1.36,30.45,Low,Critical - Reorder Now
P2744,2028-10-10,S2,496,35,11,66,No,Low,Yes,385,210.53,595.53,840.53,344.53,14.17,69.3,Medium,Critical - Reorder Now
P2745,2028-10-11,S18,201,68,14,73,Yes,Low,No,952,230.41,1182.41,1658.41,1457.41,2.96,17.97,Low,Critical - Reorder Now
P2746,2028-10-12,S7,347,29,2,70,Yes,Low,No,58,88.24,146.24,349.24,2.24,11.97,26.95,Low,Low Stock
P2747,2028-10-13,S15,20,42,9,66,No,Low,Yes,378,190.43,568.43,862.43,842.43,0.48,38.24,Low,Critical - Reorder Now
P2748,2028-10-14,S11,241,18,2,88,No,Low,No,36,81.33,117.33,243.33,2.33,13.39,12.65,Low,Low Stock
P2749,2028-10-15,S18,454,12,13,69,No,Medium,No,156,225.94,381.94,465.94,11.94,37.83,14.07,Low,Low Stock
P2750,2028-10-16,S12,450,95,1,88,No,Medium,No,95,57.51,152.51,817.51,367.51,4.74,13.86,Low,Low Stock
P2751,2028-10-17,S6,108,58,10,68,No,Low,No,580,199.02,779.02,1185.02,1077.02,1.86,33.29,Low,Critical - Reorder Now
P2752,2028-10-18,S20,302,6,2,95,No,High,No,12,78.65,90.65,132.65,0.0,50.33,14.94,Low,Overstock
P2753,2028-10-19,S13,83,85,12,69,No,High,No,1020,217.08,1237.08,1832.08,1749.08,0.98,19.96,Low,Critical - Reorder Now
P2754,2028-10-20,S20,82,105,7,78,No,Medium,No,735,159.34,894.34,1629.34,1547.34,0.78,14.28,Low,Critical - Reorder Now
P2755,2028-10-21,S16,290,82,8,90,Yes,Medium,No,656,161.13,817.13,1391.13,1101.13,3.54,25.26,Low,Critical - Reorder Now
P2756,2028-10-22,S18,451,93,5,76,No,Medium,Yes,465,135.88,600.88,1251.88,800.88,4.85,46.27,Medium,Critical - Reorder Now
P2757,2028-10-23,S10,68,60,6,68,No,High,No,360,154.16,514.16,934.16,866.16,1.13,15.34,Low,Critical - Reorder Now
P2758,2028-10-24,S8,128,98,12,92,No,Medium,No,1176,195.46,1371.46,2057.46,1929.46,1.31,27.95,Low,Critical - Reorder Now
P2759,2028-10-25,S18,195,97,1,93,Yes,High,Yes,97,56.15,153.15,832.15,637.15,2.01,36.17,Low,Low Stock
